Datum_Uhrzeit;Abfluss (m3/s);Date;Year
26.07.17;424;2017-07-26 00:00:00 UTC;2017
27.07.17;465;2017-07-27 00:00:00 UTC;2017
28.07.17;494;2017-07-28 00:00:00 UTC;2017
29.07.17;520;2017-07-29 00:00:00 UTC;2017
30.07.17;550;2017-07-30 00:00:00 UTC;2017
31.07.17;578;2017-07-31 00:00:00 UTC;2017
01.08.17;601;2017-08-01 00:00:00 UTC;2017
02.08.17;612;2017-08-02 00:00:00 UTC;2017
03.08.17;605;2017-08-03 00:00:00 UTC;2017
04.08.17;588;2017-08-04 00:00:00 UTC;2017
05.08.17;571;2017-08-05 00:00:00 UTC;2017
06.08.17;555;2017-08-06 00:00:00 UTC;2017
07.08.17;538;2017-08-07 00:00:00 UTC;2017
08.08.17;523;2017-08-08 00:00:00 UTC;2017
09.08.17;507;2017-08-09 00:00:00 UTC;2017
10.08.17;488;2017-08-10 00:00:00 UTC;2017
11.08.17;473;2017-08-11 00:00:00 UTC;2017
12.08.17;472;2017-08-12 00:00:00 UTC;2017
13.08.17;477;2017-08-13 00:00:00 UTC;2017
14.08.17;487;2017-08-14 00:00:00 UTC;2017
15.08.17;506;2017-08-15 00:00:00 UTC;2017
16.08.17;532;2017-08-16 00:00:00 UTC;2017
17.08.17;549;2017-08-17 00:00:00 UTC;2017
18.08.17;551;2017-08-18 00:00:00 UTC;2017
19.08.17;546;2017-08-19 00:00:00 UTC;2017
20.08.17;537;2017-08-20 00:00:00 UTC;2017
21.08.17;526;2017-08-21 00:00:00 UTC;2017
22.08.17;511;2017-08-22 00:00:00 UTC;2017
23.08.17;495;2017-08-23 00:00:00 UTC;2017
24.08.17;482;2017-08-24 00:00:00 UTC;2017
25.08.17;476;2017-08-25 00:00:00 UTC;2017
26.08.17;469;2017-08-26 00:00:00 UTC;2017
27.08.17;459;2017-08-27 00:00:00 UTC;2017
28.08.17;440;2017-08-28 00:00:00 UTC;2017
29.08.17;414;2017-08-29 00:00:00 UTC;2017
30.08.17;388;2017-08-30 00:00:00 UTC;2017
31.08.17;384;2017-08-31 00:00:00 UTC;2017
01.09.17;381;2017-09-01 00:00:00 UTC;2017
02.09.17;381;2017-09-02 00:00:00 UTC;2017
03.09.17;371;2017-09-03 00:00:00 UTC;2017
04.09.17;362;2017-09-04 00:00:00 UTC;2017
05.09.17;349;2017-09-05 00:00:00 UTC;2017
06.09.17;335;2017-09-06 00:00:00 UTC;2017
07.09.17;339;2017-09-07 00:00:00 UTC;2017
08.09.17;364;2017-09-08 00:00:00 UTC;2017
09.09.17;365;2017-09-09 00:00:00 UTC;2017
10.09.17;371;2017-09-10 00:00:00 UTC;2017
11.09.17;374;2017-09-11 00:00:00 UTC;2017
12.09.17;369;2017-09-12 00:00:00 UTC;2017
13.09.17;363;2017-09-13 00:00:00 UTC;2017
14.09.17;353;2017-09-14 00:00:00 UTC;2017
15.09.17;351;2017-09-15 00:00:00 UTC;2017
16.09.17;349;2017-09-16 00:00:00 UTC;2017
17.09.17;350;2017-09-17 00:00:00 UTC;2017
18.09.17;344;2017-09-18 00:00:00 UTC;2017
19.09.17;338;2017-09-19 00:00:00 UTC;2017
20.09.17;341;2017-09-20 00:00:00 UTC;2017
21.09.17;345;2017-09-21 00:00:00 UTC;2017
22.09.17;348;2017-09-22 00:00:00 UTC;2017
23.09.17;351;2017-09-23 00:00:00 UTC;2017
24.09.17;344;2017-09-24 00:00:00 UTC;2017
25.09.17;348;2017-09-25 00:00:00 UTC;2017
26.09.17;358;2017-09-26 00:00:00 UTC;2017
27.09.17;356;2017-09-27 00:00:00 UTC;2017
28.09.17;355;2017-09-28 00:00:00 UTC;2017
29.09.17;355;2017-09-29 00:00:00 UTC;2017
30.09.17;358;2017-09-30 00:00:00 UTC;2017
01.10.17;365;2017-10-01 00:00:00 UTC;2017
02.10.17;368;2017-10-02 00:00:00 UTC;2017
03.10.17;370;2017-10-03 00:00:00 UTC;2017
04.10.17;369;2017-10-04 00:00:00 UTC;2017
05.10.17;376;2017-10-05 00:00:00 UTC;2017
06.10.17;381;2017-10-06 00:00:00 UTC;2017
07.10.17;389;2017-10-07 00:00:00 UTC;2017
08.10.17;400;2017-10-08 00:00:00 UTC;2017
09.10.17;420;2017-10-09 00:00:00 UTC;2017
10.10.17;451;2017-10-10 00:00:00 UTC;2017
11.10.17;469;2017-10-11 00:00:00 UTC;2017
12.10.17;489;2017-10-12 00:00:00 UTC;2017
13.10.17;509;2017-10-13 00:00:00 UTC;2017
14.10.17;534;2017-10-14 00:00:00 UTC;2017
15.10.17;556;2017-10-15 00:00:00 UTC;2017
16.10.17;571;2017-10-16 00:00:00 UTC;2017
17.10.17;570;2017-10-17 00:00:00 UTC;2017
18.10.17;557;2017-10-18 00:00:00 UTC;2017
19.10.17;542;2017-10-19 00:00:00 UTC;2017
20.10.17;533;2017-10-20 00:00:00 UTC;2017
21.10.17;519;2017-10-21 00:00:00 UTC;2017
22.10.17;502;2017-10-22 00:00:00 UTC;2017
23.10.17;484;2017-10-23 00:00:00 UTC;2017
24.10.17;472;2017-10-24 00:00:00 UTC;2017
25.10.17;470;2017-10-25 00:00:00 UTC;2017
26.10.17;466;2017-10-26 00:00:00 UTC;2017
27.10.17;463;2017-10-27 00:00:00 UTC;2017
28.10.17;466;2017-10-28 00:00:00 UTC;2017
29.10.17;479;2017-10-29 00:00:00 UTC;2017
30.10.17;492;2017-10-30 00:00:00 UTC;2017
31.10.17;500;2017-10-31 00:00:00 UTC;2017
01.11.17;506;2017-11-01 00:00:00 UTC;2017
02.11.17;523;2017-11-02 00:00:00 UTC;2017
03.11.17;555;2017-11-03 00:00:00 UTC;2017
04.11.17;619;2017-11-04 00:00:00 UTC;2017
05.11.17;700;2017-11-05 00:00:00 UTC;2017
06.11.17;753;2017-11-06 00:00:00 UTC;2017
07.11.17;759;2017-11-07 00:00:00 UTC;2017
08.11.17;742;2017-11-08 00:00:00 UTC;2017
09.11.17;724;2017-11-09 00:00:00 UTC;2017
10.11.17;711;2017-11-10 00:00:00 UTC;2017
11.11.17;711;2017-11-11 00:00:00 UTC;2017
12.11.17;711;2017-11-12 00:00:00 UTC;2017
13.11.17;707;2017-11-13 00:00:00 UTC;2017
14.11.17;702;2017-11-14 00:00:00 UTC;2017
15.11.17;699;2017-11-15 00:00:00 UTC;2017
16.11.17;695;2017-11-16 00:00:00 UTC;2017
17.11.17;689;2017-11-17 00:00:00 UTC;2017
18.11.17;686;2017-11-18 00:00:00 UTC;2017
19.11.17;688;2017-11-19 00:00:00 UTC;2017
20.11.17;693;2017-11-20 00:00:00 UTC;2017
21.11.17;702;2017-11-21 00:00:00 UTC;2017
22.11.17;713;2017-11-22 00:00:00 UTC;2017
23.11.17;713;2017-11-23 00:00:00 UTC;2017
24.11.17;706;2017-11-24 00:00:00 UTC;2017
25.11.17;713;2017-11-25 00:00:00 UTC;2017
26.11.17;742;2017-11-26 00:00:00 UTC;2017
27.11.17;790;2017-11-27 00:00:00 UTC;2017
28.11.17;841;2017-11-28 00:00:00 UTC;2017
29.11.17;885;2017-11-29 00:00:00 UTC;2017
30.11.17;920;2017-11-30 00:00:00 UTC;2017
01.12.17;939;2017-12-01 00:00:00 UTC;2017
02.12.17;940;2017-12-02 00:00:00 UTC;2017
03.12.17;944;2017-12-03 00:00:00 UTC;2017
04.12.17;948;2017-12-04 00:00:00 UTC;2017
05.12.17;948;2017-12-05 00:00:00 UTC;2017
06.12.17;936;2017-12-06 00:00:00 UTC;2017
07.12.17;910;2017-12-07 00:00:00 UTC;2017
08.12.17;877;2017-12-08 00:00:00 UTC;2017
09.12.17;853;2017-12-09 00:00:00 UTC;2017
10.12.17;847;2017-12-10 00:00:00 UTC;2017
11.12.17;851;2017-12-11 00:00:00 UTC;2017
12.12.17;848;2017-12-12 00:00:00 UTC;2017
13.12.17;850;2017-12-13 00:00:00 UTC;2017
14.12.17;859;2017-12-14 00:00:00 UTC;2017
15.12.17;869;2017-12-15 00:00:00 UTC;2017
16.12.17;871;2017-12-16 00:00:00 UTC;2017
17.12.17;871;2017-12-17 00:00:00 UTC;2017
18.12.17;865;2017-12-18 00:00:00 UTC;2017
19.12.17;861;2017-12-19 00:00:00 UTC;2017
20.12.17;864;2017-12-20 00:00:00 UTC;2017
21.12.17;862;2017-12-21 00:00:00 UTC;2017
22.12.17;853;2017-12-22 00:00:00 UTC;2017
23.12.17;851;2017-12-23 00:00:00 UTC;2017
24.12.17;849;2017-12-24 00:00:00 UTC;2017
25.12.17;848;2017-12-25 00:00:00 UTC;2017
26.12.17;848;2017-12-26 00:00:00 UTC;2017
27.12.17;856;2017-12-27 00:00:00 UTC;2017
28.12.17;864;2017-12-28 00:00:00 UTC;2017
29.12.17;871;2017-12-29 00:00:00 UTC;2017
30.12.17;880;2017-12-30 00:00:00 UTC;2017
31.12.17;887;2017-12-31 00:00:00 UTC;2017
01.01.18;895;2018-01-01 00:00:00 UTC;2018
02.01.18;907;2018-01-02 00:00:00 UTC;2018
03.01.18;926;2018-01-03 00:00:00 UTC;2018
04.01.18;956;2018-01-04 00:00:00 UTC;2018
05.01.18;1001;2018-01-05 00:00:00 UTC;2018
06.01.18;1038;2018-01-06 00:00:00 UTC;2018
07.01.18;1074;2018-01-07 00:00:00 UTC;2018
08.01.18;1123;2018-01-08 00:00:00 UTC;2018
09.01.18;1176;2018-01-09 00:00:00 UTC;2018
10.01.18;1219;2018-01-10 00:00:00 UTC;2018
11.01.18;1263;2018-01-11 00:00:00 UTC;2018
12.01.18;1299;2018-01-12 00:00:00 UTC;2018
13.01.18;1316;2018-01-13 00:00:00 UTC;2018
14.01.18;1304;2018-01-14 00:00:00 UTC;2018
15.01.18;1275;2018-01-15 00:00:00 UTC;2018
16.01.18;1242;2018-01-16 00:00:00 UTC;2018
17.01.18;1210;2018-01-17 00:00:00 UTC;2018
18.01.18;1185;2018-01-18 00:00:00 UTC;2018
19.01.18;1157;2018-01-19 00:00:00 UTC;2018
20.01.18;1130;2018-01-20 00:00:00 UTC;2018
21.01.18;1110;2018-01-21 00:00:00 UTC;2018
22.01.18;1099;2018-01-22 00:00:00 UTC;2018
23.01.18;1090;2018-01-23 00:00:00 UTC;2018
24.01.18;1088;2018-01-24 00:00:00 UTC;2018
25.01.18;1091;2018-01-25 00:00:00 UTC;2018
26.01.18;1086;2018-01-26 00:00:00 UTC;2018
27.01.18;1079;2018-01-27 00:00:00 UTC;2018
28.01.18;1082;2018-01-28 00:00:00 UTC;2018
29.01.18;1100;2018-01-29 00:00:00 UTC;2018
30.01.18;1124;2018-01-30 00:00:00 UTC;2018
31.01.18;1151;2018-01-31 00:00:00 UTC;2018
01.02.18;1173;2018-02-01 00:00:00 UTC;2018
02.02.18;1187;2018-02-02 00:00:00 UTC;2018
03.02.18;1191;2018-02-03 00:00:00 UTC;2018
04.02.18;1191;2018-02-04 00:00:00 UTC;2018
05.02.18;1202;2018-02-05 00:00:00 UTC;2018
06.02.18;1217;2018-02-06 00:00:00 UTC;2018
07.02.18;1220;2018-02-07 00:00:00 UTC;2018
08.02.18;1203;2018-02-08 00:00:00 UTC;2018
09.02.18;1171;2018-02-09 00:00:00 UTC;2018
10.02.18;1128;2018-02-10 00:00:00 UTC;2018
11.02.18;1079;2018-02-11 00:00:00 UTC;2018
12.02.18;1025;2018-02-12 00:00:00 UTC;2018
13.02.18;971;2018-02-13 00:00:00 UTC;2018
14.02.18;927;2018-02-14 00:00:00 UTC;2018
15.02.18;889;2018-02-15 00:00:00 UTC;2018
16.02.18;853;2018-02-16 00:00:00 UTC;2018
17.02.18;829;2018-02-17 00:00:00 UTC;2018
18.02.18;810;2018-02-18 00:00:00 UTC;2018
19.02.18;792;2018-02-19 00:00:00 UTC;2018
20.02.18;775;2018-02-20 00:00:00 UTC;2018
21.02.18;745;2018-02-21 00:00:00 UTC;2018
22.02.18;721;2018-02-22 00:00:00 UTC;2018
23.02.18;715;2018-02-23 00:00:00 UTC;2018
24.02.18;712;2018-02-24 00:00:00 UTC;2018
25.02.18;698;2018-02-25 00:00:00 UTC;2018
26.02.18;683;2018-02-26 00:00:00 UTC;2018
27.02.18;667;2018-02-27 00:00:00 UTC;2018
28.02.18;648;2018-02-28 00:00:00 UTC;2018
01.03.18;622;2018-03-01 00:00:00 UTC;2018
02.03.18;593;2018-03-02 00:00:00 UTC;2018
03.03.18;559;2018-03-03 00:00:00 UTC;2018
04.03.18;527;2018-03-04 00:00:00 UTC;2018
05.03.18;505;2018-03-05 00:00:00 UTC;2018
06.03.18;501;2018-03-06 00:00:00 UTC;2018
07.03.18;507;2018-03-07 00:00:00 UTC;2018
08.03.18;506;2018-03-08 00:00:00 UTC;2018
09.03.18;509;2018-03-09 00:00:00 UTC;2018
10.03.18;521;2018-03-10 00:00:00 UTC;2018
11.03.18;533;2018-03-11 00:00:00 UTC;2018
12.03.18;538;2018-03-12 00:00:00 UTC;2018
13.03.18;561;2018-03-13 00:00:00 UTC;2018
14.03.18;599;2018-03-14 00:00:00 UTC;2018
15.03.18;622;2018-03-15 00:00:00 UTC;2018
16.03.18;628;2018-03-16 00:00:00 UTC;2018
17.03.18;641;2018-03-17 00:00:00 UTC;2018
18.03.18;680;2018-03-18 00:00:00 UTC;2018
19.03.18;724;2018-03-19 00:00:00 UTC;2018
20.03.18;766;2018-03-20 00:00:00 UTC;2018
21.03.18;788;2018-03-21 00:00:00 UTC;2018
22.03.18;784;2018-03-22 00:00:00 UTC;2018
23.03.18;765;2018-03-23 00:00:00 UTC;2018
24.03.18;746;2018-03-24 00:00:00 UTC;2018
25.03.18;727;2018-03-25 00:00:00 UTC;2018
26.03.18;709;2018-03-26 00:00:00 UTC;2018
27.03.18;695;2018-03-27 00:00:00 UTC;2018
28.03.18;693;2018-03-28 00:00:00 UTC;2018
29.03.18;698;2018-03-29 00:00:00 UTC;2018
30.03.18;707;2018-03-30 00:00:00 UTC;2018
31.03.18;711;2018-03-31 00:00:00 UTC;2018
01.04.18;725;2018-04-01 00:00:00 UTC;2018
02.04.18;741;2018-04-02 00:00:00 UTC;2018
03.04.18;758;2018-04-03 00:00:00 UTC;2018
04.04.18;777;2018-04-04 00:00:00 UTC;2018
05.04.18;788;2018-04-05 00:00:00 UTC;2018
06.04.18;784;2018-04-06 00:00:00 UTC;2018
07.04.18;781;2018-04-07 00:00:00 UTC;2018
08.04.18;779;2018-04-08 00:00:00 UTC;2018
09.04.18;772;2018-04-09 00:00:00 UTC;2018
10.04.18;760;2018-04-10 00:00:00 UTC;2018
11.04.18;746;2018-04-11 00:00:00 UTC;2018
12.04.18;730;2018-04-12 00:00:00 UTC;2018
13.04.18;711;2018-04-13 00:00:00 UTC;2018
14.04.18;693;2018-04-14 00:00:00 UTC;2018
15.04.18;690;2018-04-15 00:00:00 UTC;2018
16.04.18;695;2018-04-16 00:00:00 UTC;2018
17.04.18;702;2018-04-17 00:00:00 UTC;2018
18.04.18;702;2018-04-18 00:00:00 UTC;2018
19.04.18;698;2018-04-19 00:00:00 UTC;2018
20.04.18;697;2018-04-20 00:00:00 UTC;2018
21.04.18;706;2018-04-21 00:00:00 UTC;2018
22.04.18;708;2018-04-22 00:00:00 UTC;2018
23.04.18;699;2018-04-23 00:00:00 UTC;2018
24.04.18;684;2018-04-24 00:00:00 UTC;2018
25.04.18;656;2018-04-25 00:00:00 UTC;2018
26.04.18;625;2018-04-26 00:00:00 UTC;2018
27.04.18;604;2018-04-27 00:00:00 UTC;2018
28.04.18;592;2018-04-28 00:00:00 UTC;2018
29.04.18;583;2018-04-29 00:00:00 UTC;2018
30.04.18;573;2018-04-30 00:00:00 UTC;2018
01.05.18;563;2018-05-01 00:00:00 UTC;2018
02.05.18;553;2018-05-02 00:00:00 UTC;2018
03.05.18;543;2018-05-03 00:00:00 UTC;2018
04.05.18;520;2018-05-04 00:00:00 UTC;2018
05.05.18;499;2018-05-05 00:00:00 UTC;2018
06.05.18;488;2018-05-06 00:00:00 UTC;2018
07.05.18;466;2018-05-07 00:00:00 UTC;2018
08.05.18;445;2018-05-08 00:00:00 UTC;2018
09.05.18;420;2018-05-09 00:00:00 UTC;2018
10.05.18;406;2018-05-10 00:00:00 UTC;2018
11.05.18;393;2018-05-11 00:00:00 UTC;2018
12.05.18;397;2018-05-12 00:00:00 UTC;2018
13.05.18;387;2018-05-13 00:00:00 UTC;2018
14.05.18;388;2018-05-14 00:00:00 UTC;2018
15.05.18;369;2018-05-15 00:00:00 UTC;2018
16.05.18;349;2018-05-16 00:00:00 UTC;2018
17.05.18;347;2018-05-17 00:00:00 UTC;2018
18.05.18;351;2018-05-18 00:00:00 UTC;2018
19.05.18;354;2018-05-19 00:00:00 UTC;2018
20.05.18;350;2018-05-20 00:00:00 UTC;2018
21.05.18;343;2018-05-21 00:00:00 UTC;2018
22.05.18;337;2018-05-22 00:00:00 UTC;2018
23.05.18;337;2018-05-23 00:00:00 UTC;2018
24.05.18;337;2018-05-24 00:00:00 UTC;2018
25.05.18;335;2018-05-25 00:00:00 UTC;2018
26.05.18;330;2018-05-26 00:00:00 UTC;2018
27.05.18;321;2018-05-27 00:00:00 UTC;2018
28.05.18;311;2018-05-28 00:00:00 UTC;2018
29.05.18;307;2018-05-29 00:00:00 UTC;2018
30.05.18;317;2018-05-30 00:00:00 UTC;2018
31.05.18;320;2018-05-31 00:00:00 UTC;2018
01.06.18;333;2018-06-01 00:00:00 UTC;2018
02.06.18;347;2018-06-02 00:00:00 UTC;2018
03.06.18;350;2018-06-03 00:00:00 UTC;2018
04.06.18;349;2018-06-04 00:00:00 UTC;2018
05.06.18;329;2018-06-05 00:00:00 UTC;2018
06.06.18;318;2018-06-06 00:00:00 UTC;2018
07.06.18;307;2018-06-07 00:00:00 UTC;2018
08.06.18;312;2018-06-08 00:00:00 UTC;2018
09.06.18;324;2018-06-09 00:00:00 UTC;2018
10.06.18;320;2018-06-10 00:00:00 UTC;2018
11.06.18;303;2018-06-11 00:00:00 UTC;2018
12.06.18;285;2018-06-12 00:00:00 UTC;2018
13.06.18;270;2018-06-13 00:00:00 UTC;2018
14.06.18;266;2018-06-14 00:00:00 UTC;2018
15.06.18;247;2018-06-15 00:00:00 UTC;2018
16.06.18;252;2018-06-16 00:00:00 UTC;2018
17.06.18;270;2018-06-17 00:00:00 UTC;2018
18.06.18;268;2018-06-18 00:00:00 UTC;2018
19.06.18;277;2018-06-19 00:00:00 UTC;2018
20.06.18;282;2018-06-20 00:00:00 UTC;2018
21.06.18;286;2018-06-21 00:00:00 UTC;2018
22.06.18;287;2018-06-22 00:00:00 UTC;2018
23.06.18;281;2018-06-23 00:00:00 UTC;2018
24.06.18;268;2018-06-24 00:00:00 UTC;2018
25.06.18;251;2018-06-25 00:00:00 UTC;2018
26.06.18;244;2018-06-26 00:00:00 UTC;2018
27.06.18;239;2018-06-27 00:00:00 UTC;2018
28.06.18;233;2018-06-28 00:00:00 UTC;2018
29.06.18;230;2018-06-29 00:00:00 UTC;2018
30.06.18;233;2018-06-30 00:00:00 UTC;2018
01.07.18;233;2018-07-01 00:00:00 UTC;2018
02.07.18;237;2018-07-02 00:00:00 UTC;2018
03.07.18;231;2018-07-03 00:00:00 UTC;2018
04.07.18;226;2018-07-04 00:00:00 UTC;2018
05.07.18;221;2018-07-05 00:00:00 UTC;2018
06.07.18;218;2018-07-06 00:00:00 UTC;2018
07.07.18;205;2018-07-07 00:00:00 UTC;2018
08.07.18;201;2018-07-08 00:00:00 UTC;2018
09.07.18;200;2018-07-09 00:00:00 UTC;2018
10.07.18;200;2018-07-10 00:00:00 UTC;2018
11.07.18;201;2018-07-11 00:00:00 UTC;2018
12.07.18;201;2018-07-12 00:00:00 UTC;2018
13.07.18;201;2018-07-13 00:00:00 UTC;2018
14.07.18;204;2018-07-14 00:00:00 UTC;2018
15.07.18;225;2018-07-15 00:00:00 UTC;2018
16.07.18;235;2018-07-16 00:00:00 UTC;2018
17.07.18;234;2018-07-17 00:00:00 UTC;2018
18.07.18;221;2018-07-18 00:00:00 UTC;2018
19.07.18;205;2018-07-19 00:00:00 UTC;2018
20.07.18;202;2018-07-20 00:00:00 UTC;2018
21.07.18;203;2018-07-21 00:00:00 UTC;2018
22.07.18;202;2018-07-22 00:00:00 UTC;2018
23.07.18;207;2018-07-23 00:00:00 UTC;2018
24.07.18;209;2018-07-24 00:00:00 UTC;2018
25.07.18;206;2018-07-25 00:00:00 UTC;2018
26.07.18;200;2018-07-26 00:00:00 UTC;2018
27.07.18;194;2018-07-27 00:00:00 UTC;2018
28.07.18;191;2018-07-28 00:00:00 UTC;2018
29.07.18;193;2018-07-29 00:00:00 UTC;2018
30.07.18;194;2018-07-30 00:00:00 UTC;2018
31.07.18;190;2018-07-31 00:00:00 UTC;2018
01.08.18;188;2018-08-01 00:00:00 UTC;2018
02.08.18;187;2018-08-02 00:00:00 UTC;2018
03.08.18;186;2018-08-03 00:00:00 UTC;2018
04.08.18;187;2018-08-04 00:00:00 UTC;2018
05.08.18;189;2018-08-05 00:00:00 UTC;2018
06.08.18;192;2018-08-06 00:00:00 UTC;2018
07.08.18;188;2018-08-07 00:00:00 UTC;2018
08.08.18;185;2018-08-08 00:00:00 UTC;2018
09.08.18;182;2018-08-09 00:00:00 UTC;2018
10.08.18;181;2018-08-10 00:00:00 UTC;2018
11.08.18;183;2018-08-11 00:00:00 UTC;2018
12.08.18;181;2018-08-12 00:00:00 UTC;2018
13.08.18;178;2018-08-13 00:00:00 UTC;2018
14.08.18;174;2018-08-14 00:00:00 UTC;2018
15.08.18;173;2018-08-15 00:00:00 UTC;2018
16.08.18;175;2018-08-16 00:00:00 UTC;2018
17.08.18;175;2018-08-17 00:00:00 UTC;2018
18.08.18;173;2018-08-18 00:00:00 UTC;2018
19.08.18;171;2018-08-19 00:00:00 UTC;2018
20.08.18;171;2018-08-20 00:00:00 UTC;2018
21.08.18;170;2018-08-21 00:00:00 UTC;2018
22.08.18;171;2018-08-22 00:00:00 UTC;2018
23.08.18;169;2018-08-23 00:00:00 UTC;2018
24.08.18;168;2018-08-24 00:00:00 UTC;2018
25.08.18;171;2018-08-25 00:00:00 UTC;2018
26.08.18;171;2018-08-26 00:00:00 UTC;2018
27.08.18;167;2018-08-27 00:00:00 UTC;2018
28.08.18;167;2018-08-28 00:00:00 UTC;2018
29.08.18;167;2018-08-29 00:00:00 UTC;2018
30.08.18;166;2018-08-30 00:00:00 UTC;2018
31.08.18;169;2018-08-31 00:00:00 UTC;2018
01.09.18;169;2018-09-01 00:00:00 UTC;2018
02.09.18;167;2018-09-02 00:00:00 UTC;2018
03.09.18;164;2018-09-03 00:00:00 UTC;2018
04.09.18;163;2018-09-04 00:00:00 UTC;2018
05.09.18;166;2018-09-05 00:00:00 UTC;2018
06.09.18;172;2018-09-06 00:00:00 UTC;2018
07.09.18;176;2018-09-07 00:00:00 UTC;2018
08.09.18;176;2018-09-08 00:00:00 UTC;2018
09.09.18;178;2018-09-09 00:00:00 UTC;2018
10.09.18;181;2018-09-10 00:00:00 UTC;2018
11.09.18;184;2018-09-11 00:00:00 UTC;2018
12.09.18;185;2018-09-12 00:00:00 UTC;2018
13.09.18;186;2018-09-13 00:00:00 UTC;2018
14.09.18;185;2018-09-14 00:00:00 UTC;2018
15.09.18;180;2018-09-15 00:00:00 UTC;2018
16.09.18;174;2018-09-16 00:00:00 UTC;2018
17.09.18;173;2018-09-17 00:00:00 UTC;2018
18.09.18;177;2018-09-18 00:00:00 UTC;2018
19.09.18;188;2018-09-19 00:00:00 UTC;2018
20.09.18;191;2018-09-20 00:00:00 UTC;2018
21.09.18;183;2018-09-21 00:00:00 UTC;2018
22.09.18;173;2018-09-22 00:00:00 UTC;2018
23.09.18;170;2018-09-23 00:00:00 UTC;2018
24.09.18;171;2018-09-24 00:00:00 UTC;2018
25.09.18;173;2018-09-25 00:00:00 UTC;2018
26.09.18;174;2018-09-26 00:00:00 UTC;2018
27.09.18;174;2018-09-27 00:00:00 UTC;2018
28.09.18;186;2018-09-28 00:00:00 UTC;2018
29.09.18;202;2018-09-29 00:00:00 UTC;2018
30.09.18;203;2018-09-30 00:00:00 UTC;2018
01.10.18;205;2018-10-01 00:00:00 UTC;2018
02.10.18;206;2018-10-02 00:00:00 UTC;2018
03.10.18;209;2018-10-03 00:00:00 UTC;2018
04.10.18;209;2018-10-04 00:00:00 UTC;2018
05.10.18;202;2018-10-05 00:00:00 UTC;2018
06.10.18;192;2018-10-06 00:00:00 UTC;2018
07.10.18;196;2018-10-07 00:00:00 UTC;2018
08.10.18;198;2018-10-08 00:00:00 UTC;2018
09.10.18;193;2018-10-09 00:00:00 UTC;2018
10.10.18;187;2018-10-10 00:00:00 UTC;2018
11.10.18;189;2018-10-11 00:00:00 UTC;2018
12.10.18;189;2018-10-12 00:00:00 UTC;2018
13.10.18;192;2018-10-13 00:00:00 UTC;2018
14.10.18;196;2018-10-14 00:00:00 UTC;2018
15.10.18;198;2018-10-15 00:00:00 UTC;2018
16.10.18;203;2018-10-16 00:00:00 UTC;2018
17.10.18;205;2018-10-17 00:00:00 UTC;2018
18.10.18;199;2018-10-18 00:00:00 UTC;2018
19.10.18;192;2018-10-19 00:00:00 UTC;2018
20.10.18;190;2018-10-20 00:00:00 UTC;2018
21.10.18;190;2018-10-21 00:00:00 UTC;2018
22.10.18;189;2018-10-22 00:00:00 UTC;2018
23.10.18;189;2018-10-23 00:00:00 UTC;2018
24.10.18;195;2018-10-24 00:00:00 UTC;2018
25.10.18;196;2018-10-25 00:00:00 UTC;2018
26.10.18;193;2018-10-26 00:00:00 UTC;2018
27.10.18;196;2018-10-27 00:00:00 UTC;2018
28.10.18;199;2018-10-28 00:00:00 UTC;2018
29.10.18;206;2018-10-29 00:00:00 UTC;2018
30.10.18;215;2018-10-30 00:00:00 UTC;2018
31.10.18;220;2018-10-31 00:00:00 UTC;2018
01.11.18;225;2018-11-01 00:00:00 UTC;2018
02.11.18;226;2018-11-02 00:00:00 UTC;2018
03.11.18;217;2018-11-03 00:00:00 UTC;2018
04.11.18;208;2018-11-04 00:00:00 UTC;2018
05.11.18;208;2018-11-05 00:00:00 UTC;2018
06.11.18;213;2018-11-06 00:00:00 UTC;2018
07.11.18;219;2018-11-07 00:00:00 UTC;2018
08.11.18;222;2018-11-08 00:00:00 UTC;2018
09.11.18;220;2018-11-09 00:00:00 UTC;2018
10.11.18;218;2018-11-10 00:00:00 UTC;2018
11.11.18;220;2018-11-11 00:00:00 UTC;2018
12.11.18;218;2018-11-12 00:00:00 UTC;2018
13.11.18;216;2018-11-13 00:00:00 UTC;2018
14.11.18;216;2018-11-14 00:00:00 UTC;2018
15.11.18;221;2018-11-15 00:00:00 UTC;2018
16.11.18;225;2018-11-16 00:00:00 UTC;2018
17.11.18;217;2018-11-17 00:00:00 UTC;2018
18.11.18;211;2018-11-18 00:00:00 UTC;2018
19.11.18;218;2018-11-19 00:00:00 UTC;2018
20.11.18;221;2018-11-20 00:00:00 UTC;2018
21.11.18;217;2018-11-21 00:00:00 UTC;2018
22.11.18;210;2018-11-22 00:00:00 UTC;2018
23.11.18;201;2018-11-23 00:00:00 UTC;2018
24.11.18;198;2018-11-24 00:00:00 UTC;2018
25.11.18;198;2018-11-25 00:00:00 UTC;2018
26.11.18;200;2018-11-26 00:00:00 UTC;2018
27.11.18;200;2018-11-27 00:00:00 UTC;2018
28.11.18;201;2018-11-28 00:00:00 UTC;2018
29.11.18;202;2018-11-29 00:00:00 UTC;2018
30.11.18;204;2018-11-30 00:00:00 UTC;2018
01.12.18;206;2018-12-01 00:00:00 UTC;2018
02.12.18;209;2018-12-02 00:00:00 UTC;2018
03.12.18;212;2018-12-03 00:00:00 UTC;2018
04.12.18;217;2018-12-04 00:00:00 UTC;2018
